type,title,cast,country,rating,listed_in,cast_list,combination
TV Show,enemigo íntimo,raúl méndez  fernanda castillo  matias novoa,unknown,TV-MA,"crime tv shows, spanish-language tv shows, tv dramas",Raúl Méndez  Fernanda Castillo  Matias Novoa,"TV Show TV-MA crime tv shows, spanish-language tv shows, tv dramas unknown raúl méndez  fernanda castillo  matias novoa"
TV Show,eurovision song contest,bar refaeli  erez tal  assi azar,unknown,TV-PG,international tv shows,Bar Refaeli  Erez Tal  Assi Azar,TV Show TV-PG international tv shows unknown bar refaeli  erez tal  assi azar
TV Show,everyday miracles,mark miodownik,united kingdom,TV-PG,"british tv shows, docuseries, international tv shows",Mark Miodownik,"TV Show TV-PG british tv shows, docuseries, international tv shows united kingdom mark miodownik"
TV Show,ex-boyfriend,tony yang  nana lee  jerry huang,china,TV-14,"international tv shows, romantic tv shows, tv comedies",Tony Yang  Nana Lee  Jerry Huang,"TV Show TV-14 international tv shows, romantic tv shows, tv comedies china tony yang  nana lee  jerry huang"
TV Show,exclusive edition,berg lee  yise loo  alvin wong,unknown,TV-14,"international tv shows, tv dramas",Berg Lee  Yise Loo  Alvin Wong,"TV Show TV-14 international tv shows, tv dramas unknown berg lee  yise loo  alvin wong"
TV Show,extras,ricky gervais  stephen merchant  ashley jensen,"united kingdom, united states",TV-MA,"british tv shows, tv comedies",Ricky Gervais  Stephen Merchant  Ashley Jensen,"TV Show TV-MA british tv shows, tv comedies united kingdom, united states ricky gervais  stephen merchant  ashley jensen"
TV Show,ezel,kenan i̇mirzalıoğlu  cansu dere  haluk bilginer,turkey,TV-14,"crime tv shows, international tv shows, tv dramas",Kenan İmirzalıoğlu  Cansu Dere  Haluk Bilginer,"TV Show TV-14 crime tv shows, international tv shows, tv dramas turkey kenan i̇mirzalıoğlu  cansu dere  haluk bilginer"
TV Show,fairy tail,tetsuya kakihara  aya hirano  rie kugimiya,japan,TV-MA,"anime series, international tv shows",Tetsuya Kakihara  Aya Hirano  Rie Kugimiya,"TV Show TV-MA anime series, international tv shows japan tetsuya kakihara  aya hirano  rie kugimiya"
TV Show,fake or fortune?,fiona bruce  philip mould  bendor grosvenor,united kingdom,TV-G,"british tv shows, crime tv shows, docuseries",Fiona Bruce  Philip Mould  Bendor Grosvenor,"TV Show TV-G british tv shows, crime tv shows, docuseries united kingdom fiona bruce  philip mould  bendor grosvenor"
TV Show,fatal destiny,arucha tosawat  nappon gomarachun  phakin khamwilaisak,unknown,TV-MA,"crime tv shows, international tv shows, tv action & adventure",Arucha Tosawat  Nappon Gomarachun  Phakin Khamwilaisak,"TV Show TV-MA crime tv shows, international tv shows, tv action & adventure unknown arucha tosawat  nappon gomarachun  phakin khamwilaisak"
TV Show,father brown,mark williams  sorcha cusack  nancy carroll,united kingdom,TV-14,"british tv shows, crime tv shows, tv dramas",Mark Williams  Sorcha Cusack  Nancy Carroll,"TV Show TV-14 british tv shows, crime tv shows, tv dramas united kingdom mark williams  sorcha cusack  nancy carroll"
TV Show,fear files... har mod pe darr,unknown,india,TV-MA,"international tv shows, tv horror, tv thrillers",unknown,"TV Show TV-MA international tv shows, tv horror, tv thrillers india unknown"
TV Show,filinta,onur tuna  serhat tutumluer  mehmet özgür,turkey,TV-14,"crime tv shows, international tv shows, tv action & adventure",Onur Tuna  Serhat Tutumluer  Mehmet Özgür,"TV Show TV-14 crime tv shows, international tv shows, tv action & adventure turkey onur tuna  serhat tutumluer  mehmet özgür"
TV Show,fit for fashion,louise roe,unknown,TV-14,"international tv shows, reality tv",Louise Roe,"TV Show TV-14 international tv shows, reality tv unknown louise roe"
TV Show,fix it and finish it,antonio sabato jr.,united states,TV-G,reality tv,Antonio Sabato Jr.,TV Show TV-G reality tv united states antonio sabato jr.
TV Show,flowering heart,choi da-in  yang se-na  gim chae-eun,south korea,TV-Y7,"kids' tv, korean tv shows",Choi Da-in  Yang Se-na  Gim Chae-eun,"TV Show TV-Y7 kids' tv, korean tv shows south korea choi da-in  yang se-na  gim chae-eun"
TV Show,food: delicious science,michael mosley  james wong,unknown,TV-PG,"docuseries, science & nature tv",Michael Mosley  James Wong,"TV Show TV-PG docuseries, science & nature tv unknown michael mosley  james wong"
TV Show,footprints in the sand,yenn teoh  leslie chai  elvis chin,united states,TV-14,"international tv shows, tv dramas",Yenn Teoh  Leslie Chai  Elvis Chin,"TV Show TV-14 international tv shows, tv dramas united states yenn teoh  leslie chai  elvis chin"
TV Show,for the win,brodie smith,united states,TV-14,reality tv,Brodie Smith,TV Show TV-14 reality tv united states brodie smith
TV Show,forces of nature,unknown,united kingdom,TV-PG,"british tv shows, docuseries, science & nature tv",unknown,"TV Show TV-PG british tv shows, docuseries, science & nature tv united kingdom unknown"
TV Show,forget me not,unknown,united kingdom,TV-MA,"international tv shows, tv dramas",unknown,"TV Show TV-MA international tv shows, tv dramas united kingdom unknown"
TV Show,four seasons in havana,jorge perugorría  carlos enrique almirante  mario guerra,"spain, cuba",TV-MA,"crime tv shows, international tv shows, spanish-language tv shows",Jorge Perugorría  Carlos Enrique Almirante  Mario Guerra,"TV Show TV-MA crime tv shows, international tv shows, spanish-language tv shows spain, cuba jorge perugorría  carlos enrique almirante  mario guerra"
TV Show,frasier,kelsey grammer  jane leeves  david hyde pierce,united states,TV-PG,"classic & cult tv, tv comedies",Kelsey Grammer  Jane Leeves  David Hyde Pierce,"TV Show TV-PG classic & cult tv, tv comedies united states kelsey grammer  jane leeves  david hyde pierce"
TV Show,friday night tykes,unknown,united states,TV-PG,"docuseries, reality tv",unknown,"TV Show TV-PG docuseries, reality tv united states unknown"
TV Show,friends,jennifer aniston  courteney cox  lisa kudrow,united states,TV-14,"classic & cult tv, tv comedies",Jennifer Aniston  Courteney Cox  Lisa Kudrow,"TV Show TV-14 classic & cult tv, tv comedies united states jennifer aniston  courteney cox  lisa kudrow"
TV Show,frozen planet,david attenborough,"united kingdom, united states, spain, germany, greece, canada",TV-PG,"british tv shows, docuseries, international tv shows",David Attenborough,"TV Show TV-PG british tv shows, docuseries, international tv shows united kingdom, united states, spain, germany, greece, canada david attenborough"
TV Show,gabru: hip hop revolution,amol parashar  harleen sethi  chaitanya sharma,india,TV-14,"international tv shows, tv dramas",Amol Parashar  Harleen Sethi  Chaitanya Sharma,"TV Show TV-14 international tv shows, tv dramas india amol parashar  harleen sethi  chaitanya sharma"
TV Show,galavant,joshua sasse  timothy omundson  vinnie jones,united states,TV-PG,"tv action & adventure, tv comedies",Joshua Sasse  Timothy Omundson  Vinnie Jones,"TV Show TV-PG tv action & adventure, tv comedies united states joshua sasse  timothy omundson  vinnie jones"
TV Show,game winning hit,lego lee  alice ko  afalean lu,taiwan,TV-MA,"international tv shows, tv comedies, tv dramas",Lego Lee  Alice Ko  Afalean Lu,"TV Show TV-MA international tv shows, tv comedies, tv dramas taiwan lego lee  alice ko  afalean lu"
TV Show,gangs of hassepur,ragini khanna  mandira bedi  tanishaa mukerji,india,TV-PG,"international tv shows, stand-up comedy & talk shows, tv comedies",Ragini Khanna  Mandira Bedi  Tanishaa Mukerji,"TV Show TV-PG international tv shows, stand-up comedy & talk shows, tv comedies india ragini khanna  mandira bedi  tanishaa mukerji"
TV Show,genius of the ancient world,bettany hughes,united kingdom,TV-PG,"british tv shows, docuseries, international tv shows",Bettany Hughes,"TV Show TV-PG british tv shows, docuseries, international tv shows united kingdom bettany hughes"
TV Show,genius of the modern world,bettany hughes,united kingdom,TV-PG,"british tv shows, docuseries, international tv shows",Bettany Hughes,"TV Show TV-PG british tv shows, docuseries, international tv shows united kingdom bettany hughes"
TV Show,gentlemen and gangsters,david dencik  ruth vega fernandez  david fukamachi regnfors,sweden,TV-MA,"crime tv shows, international tv shows, romantic tv shows",David Dencik  Ruth Vega Fernandez  David Fukamachi Regnfors,"TV Show TV-MA crime tv shows, international tv shows, romantic tv shows sweden david dencik  ruth vega fernandez  david fukamachi regnfors"
TV Show,geronimo stilton,brian drummond  erin mathews  richard ian cox,"italy, canada, france",TV-Y,"kids' tv, tv comedies",Brian Drummond  Erin Mathews  Richard Ian Cox,"TV Show TV-Y kids' tv, tv comedies italy, canada, france brian drummond  erin mathews  richard ian cox"
TV Show,get shorty,ray romano  chris o'dowd,united states,TV-MA,"crime tv shows, tv comedies, tv dramas",Ray Romano  Chris O'Dowd,"TV Show TV-MA crime tv shows, tv comedies, tv dramas united states ray romano  chris o'dowd"
TV Show,ghost town gold,brit eaton  scott glaves,united states,TV-14,reality tv,Brit Eaton  Scott Glaves,TV Show TV-14 reality tv united states brit eaton  scott glaves
TV Show,glowing embers,henley hii  debbie goh  frederick lee,unknown,TV-14,"international tv shows, tv dramas",Henley Hii  Debbie Goh  Frederick Lee,"TV Show TV-14 international tv shows, tv dramas unknown henley hii  debbie goh  frederick lee"
TV Show,goldie & bear,natalie lander  georgie kidder,united states,TV-Y,kids' tv,Natalie Lander  Georgie Kidder,TV Show TV-Y kids' tv united states natalie lander  georgie kidder
TV Show,gomorrah,marco d'amore  fortunato cerlino  salvatore esposito,"italy, germany",TV-MA,"crime tv shows, international tv shows, tv dramas",Marco D'Amore  Fortunato Cerlino  Salvatore Esposito,"TV Show TV-MA crime tv shows, international tv shows, tv dramas italy, germany marco d'amore  fortunato cerlino  salvatore esposito"
TV Show,gonul,gökçe bahadır  engin öztürk  onur saylak,turkey,TV-14,"international tv shows, tv dramas, tv thrillers",Gökçe Bahadır  Engin Öztürk  Onur Saylak,"TV Show TV-14 international tv shows, tv dramas, tv thrillers turkey gökçe bahadır  engin öztürk  onur saylak"
TV Show,gossip girl,blake lively  leighton meester  penn badgley,united states,TV-14,"tv dramas, teen tv shows",Blake Lively  Leighton Meester  Penn Badgley,"TV Show TV-14 tv dramas, teen tv shows united states blake lively  leighton meester  penn badgley"
TV Show,grand designs,kevin mccloud,united kingdom,TV-14,"british tv shows, international tv shows, reality tv",Kevin McCloud,"TV Show TV-14 british tv shows, international tv shows, reality tv united kingdom kevin mccloud"
TV Show,grand hotel,yon gonzález  amaia salamanca  adriana ozores,spain,TV-PG,"international tv shows, romantic tv shows, spanish-language tv shows",Yon González  Amaia Salamanca  Adriana Ozores,"TV Show TV-PG international tv shows, romantic tv shows, spanish-language tv shows spain yon gonzález  amaia salamanca  adriana ozores"
TV Show,great interior design challenge,tom dyckhoff  daniel hopwood  sophie robinson,united kingdom,TV-PG,"british tv shows, international tv shows, reality tv",Tom Dyckhoff  Daniel Hopwood  Sophie Robinson,"TV Show TV-PG british tv shows, international tv shows, reality tv united kingdom tom dyckhoff  daniel hopwood  sophie robinson"
TV Show,great yellowstone thaw,unknown,united kingdom,TV-PG,"docuseries, science & nature tv",unknown,"TV Show TV-PG docuseries, science & nature tv united kingdom unknown"
TV Show,gunslinger girl,yuuka nanri  kanako mitsuhashi  eri sendai,japan,TV-14,"anime series, crime tv shows",Yuuka Nanri  Kanako Mitsuhashi  Eri Sendai,"TV Show TV-14 anime series, crime tv shows japan yuuka nanri  kanako mitsuhashi  eri sendai"
TV Show,ha unlimited,tuck boriboon  ball chernyim  na’kom chuanchuen,unknown,TV-MA,"international tv shows, tv comedies",Tuck Boriboon  Ball Chernyim  Na’Kom Chuanchuen,"TV Show TV-MA international tv shows, tv comedies unknown tuck boriboon  ball chernyim  na’kom chuanchuen"
TV Show,hannibal,hugh dancy  mads mikkelsen  caroline dhavernas,united states,TV-MA,"tv horror, tv mysteries, tv thrillers",Hugh Dancy  Mads Mikkelsen  Caroline Dhavernas,"TV Show TV-MA tv horror, tv mysteries, tv thrillers united states hugh dancy  mads mikkelsen  caroline dhavernas"
TV Show,happy 300 days,tammy chen  kingone wang  hsieh kun da,taiwan,TV-14,"international tv shows, romantic tv shows, tv comedies",Tammy Chen  Kingone Wang  Hsieh Kun Da,"TV Show TV-14 international tv shows, romantic tv shows, tv comedies taiwan tammy chen  kingone wang  hsieh kun da"
TV Show,happy valley,sarah lancashire  siobhan finneran  charlie murphy,united kingdom,TV-MA,"british tv shows, crime tv shows, international tv shows",Sarah Lancashire  Siobhan Finneran  Charlie Murphy,"TV Show TV-MA british tv shows, crime tv shows, international tv shows united kingdom sarah lancashire  siobhan finneran  charlie murphy"
TV Show,happyish,steve coogan  kathryn hahn  sawyer shipman,united states,TV-MA,"tv comedies, tv dramas",Steve Coogan  Kathryn Hahn  Sawyer Shipman,"TV Show TV-MA tv comedies, tv dramas united states steve coogan  kathryn hahn  sawyer shipman"
TV Show,harold shipman - driven to kill,harold shipman,united kingdom,TV-14,"british tv shows, crime tv shows, docuseries",Harold Shipman,"TV Show TV-14 british tv shows, crime tv shows, docuseries united kingdom harold shipman"
TV Show,harry & bunnie,unknown,malaysia,TV-Y7,"kids' tv, tv comedies",unknown,"TV Show TV-Y7 kids' tv, tv comedies malaysia unknown"
TV Show,hart of dixie,rachel bilson  jaime king  cress williams,united states,TV-PG,"tv comedies, tv dramas",Rachel Bilson  Jaime King  Cress Williams,"TV Show TV-PG tv comedies, tv dramas united states rachel bilson  jaime king  cress williams"
TV Show,hati perempuan,saharul ridzwan  mia ahmad  hafreez adam,indonesia,TV-14,"international tv shows, romantic tv shows, tv dramas",Saharul Ridzwan  Mia Ahmad  Hafreez Adam,"TV Show TV-14 international tv shows, romantic tv shows, tv dramas indonesia saharul ridzwan  mia ahmad  hafreez adam"
TV Show,haven,emily rose  lucas bryant  nicholas campbell,"canada, united states",TV-14,"classic & cult tv, tv horror, tv mysteries",Emily Rose  Lucas Bryant  Nicholas Campbell,"TV Show TV-14 classic & cult tv, tv horror, tv mysteries canada, united states emily rose  lucas bryant  nicholas campbell"
TV Show,heavy rescue: 401,dave pettitt,canada,TV-MA,"international tv shows, reality tv",Dave Pettitt,"TV Show TV-MA international tv shows, reality tv canada dave pettitt"
TV Show,helix,billy campbell  hiroyuki sanada  kyra zagorsky,"united states, canada",TV-MA,"tv horror, tv mysteries, tv sci-fi & fantasy",Billy Campbell  Hiroyuki Sanada  Kyra Zagorsky,"TV Show TV-MA tv horror, tv mysteries, tv sci-fi & fantasy united states, canada billy campbell  hiroyuki sanada  kyra zagorsky"
TV Show,hell on wheels,anson mount  colm meaney  common,"canada, united kingdom",TV-14,"crime tv shows, tv action & adventure",Anson Mount  Colm Meaney  Common,"TV Show TV-14 crime tv shows, tv action & adventure canada, united kingdom anson mount  colm meaney  common"
TV Show,herrens veje,lars mikkelsen  ann eleonora jorgensen  simon sears,denmark,TV-MA,"international tv shows, tv dramas",Lars Mikkelsen  Ann Eleonora Jorgensen  Simon Sears,"TV Show TV-MA international tv shows, tv dramas denmark lars mikkelsen  ann eleonora jorgensen  simon sears"
