director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
anne fontaine,robin wright,naomi watts,ben mendelsohn,drama romance,Adore
dan ireland,salma hayek,danny arroyo,olivia d'abo,comedy drama romance,The Velocity of Gary
fernando león de aranoa,luis tosar,enrique villén,aida folch,comedy drama,Mondays in the Sun
jim mickle,connor paolo,michael cerveris,nick damici,drama horror sci-fi,Stake Land
unknown,doug brochu,tiffany thornton,brandon mychal smith,comedy family romance,Sonny with a Chance            
stephen kay,keanu reeves,marg helgenberger,gretchen mol,biography drama,The Last Time I Committed Suicide
karim aïnouz,wagner moura,clemens schick,jesuíta barbosa,drama,Futuro Beach
sam levinson,george kennedy,ezra miller,demi moore,comedy drama,Another Happy Day
julian gilbey,ed speleers,eamonn walker,sean harris,action adventure crime thriller,A Lonely Place to Die
vincenzo natali,david hewlett,angelo tsarouchas,marie-josée croze,comedy fantasy,Nothing
aleksandr veledinskiy,konstantin khabenskiy,elena lyadova,eugenia khirivskaya,adventure drama,The Geographer Drank His Globe Away
peter h. hunt,blythe danner,ken howard,howard caine,drama family history musical,1776
ruba nadda,saad siddiqui,bonnie lee bouman,fadia nadda,drama mystery romance thriller,Inescapable
howard hughes,jean harlow,marian marsh,james hall,drama war,Hell's Angels
edward burns,debra messing,rosemarie dewitt,peter jacobson,comedy drama romance,Purple Violets
phil joanou,lily rabe,shannon woodward,kira mclean,horror,The Veil
sean byrne,robin mcleavy,jessica mcnamee,victoria thaine,horror thriller,The Loved Ones
chris stokes,kristen quintrall,rachel sterling,black thomas,horror,No Vacancy
mark griffiths,eric mabius,gina holden,brooke d'orsay,comedy romance,How to Fall in Love
bruce macdonald,rachel hendrix,cheryl ladd,diana vickers,adventure biography drama romance,The Perfect Wave
timur bekmambetov,morgan freeman,ayelet zurer,moises arias,adventure drama history,Ben-Hur
fred zinnemann,robert shaw,susannah york,paul scofield,biography drama history,A Man for All Seasons
sidney lumet,robert duvall,faye dunaway,william holden,drama romance,Network
victor fleming,hattie mcdaniel,george reeves,thomas mitchell,drama history romance war,Gone with the Wind
richard raymond,tom cullen,reece ritchie,marama corlett,biography drama,Desert Dancer
sam peckinpah,james coburn,slim pickens,warren oates,adventure war western,Major Dundee
alan jacobs,snoop dogg,laz alonso,nicholas gonzalez,drama,Down for Life
george sidney,keenan wynn,howard keel,betty hutton,biography comedy musical romance western,Annie Get Your Gun
christopher morris,kayvan novak,riz ahmed,alex macqueen,comedy crime drama,Four Lions
andrucha waddington,fernanda montenegro,seu jorge,fernanda torres,drama,House of Sand
peter stebbings,michael kelly,tony nappo,charlotte sullivan,comedy crime drama,Defendor
vincente minnelli,gladys cooper,reginald owen,ellen ross,adventure comedy musical romance,The Pirate
dagur kári,alice olivia clarke,susan blommaert,stephen henderson,drama,The Good Heart
nicholas hytner,dominic cooper,russell tovey,james corden,comedy drama,The History Boys
jaume collet-serra,liam neeson,frank langella,aidan quinn,action mystery thriller,Unknown
unknown,david ogden stiers,jamie farr,mike farrell,comedy drama war,M*A*S*H            
john schlesinger,brenda vaccaro,barnard hughes,john mcgiver,drama,Midnight Cowboy
peter cattaneo,tom wilkinson,mark addy,lesley sharp,comedy drama music,The Full Monty
jim abrahams,peter graves,lloyd bridges,barbara billingsley,comedy,Airplane!
kevin carraway,michael jai white,max ryan,jon osbeck,action thriller,Chain of Command
f. gary gray,nia long,john witherspoon,tony cox,comedy drama,Friday
albert hughes,jada pinkett smith,larenz tate,khandi alexander,crime drama thriller,Menace II Society
unknown,ta'rhonda jones,gabourey sidibe,malik yoba,drama music,Empire            
michael gornick,george kennedy,holt mccallany,dorothy lamour,comedy fantasy horror thriller,Creepshow 2
sam peckinpah,slim pickens,jason robards,l.q. jones,comedy drama romance western,The Ballad of Cable Hogue
richard brooks,john forsythe,robert blake,will geer,biography crime drama history,In Cold Blood
fred zinnemann,colleen dewhurst,peter finch,beatrice straight,drama,The Nun's Story
jack smight,janet leigh,robert wagner,shelley winters,action crime drama mystery thriller,Harper
alfred hitchcock,bernard cribbins,jean marsh,clive swift,thriller,Frenzy
robert eggers,julian richings,kate dickie,ralph ineson,horror mystery,The Witch
michael martin,joe estevez,master p,anthony johnson,comedy,I Got the Hook Up
edward burns,john mahoney,frank vincent,michael mcglone,comedy drama romance,She's the One
bill condon,brendan fraser,lynn redgrave,kevin j. o'connor,biography drama,Gods and Monsters
juan josé campanella,ricardo darín,soledad villamil,guillermo francella,drama mystery thriller,The Secret in Their Eyes
george a. romero,greg nicotero,john amplas,joseph pilato,horror,Day of the Dead
gideon raff,gideon emery,gloria votsis,derek magyar,horror thriller,Train
sam raimi,ted raimi,dan hicks,kassie wesley depaiva,comedy fantasy horror thriller,Evil Dead II
louis c.k.,wanda sykes,j.b. smoove,robert vaughn,action adventure comedy musical,Pootie Tang
anthony c. ferrante,ian ziering,john heard,cassandra scerbo,horror,Sharknado
salvador carrasco,elpidia carrillo,zaide silvia gutiérrez,damián delgado,drama history,La otra conquista
andré øvredal,otto jespersen,johanna mørck,glenn erland tosterud,comedy drama fantasy horror,Trollhunter
robert cary,frances conroy,fred willard,kevin sussman,comedy romance,Ira & Abby
akiva schaffer,will forte,nicholas braun,rosemarie dewitt,action comedy sci-fi,The Watch
adam rapp,zooey deschanel,will ferrell,dallas roberts,comedy drama,Winter Passing
angela robinson,jordana brewster,geoff stults,scoot mcnairy,action comedy romance,D.E.B.S.
warren p. sonoda,diahann carroll,mykel shannon jenkins,lara jean chorostecki,action biography crime drama family fantasy,The Masked Saint
amanda gusack,alice krige,christian campbell,blaine anderson,crime drama mystery thriller,The Betrayed
avi nesher,fisher stevens,elizabeth berkley,robert townsend,action comedy crime thriller,Taxman
unknown,james nesbitt,ash cook,genevieve o'reilly,drama thriller,The Secret            
charles adelman,teri polo,kevin pollak,jere burns,horror thriller,2:13
jay oliva,michael emerson,mark valley,grey griffin,action animation crime sci-fi thriller,"Batman: The Dark Knight Returns, Part 2"
charles ferguson,jane goodall,jerry brown,peter agnefjall,documentary,Time to Choose
uwe boll,bashar rahal,shelly varod,ralitsa paskaleva,action adventure fantasy thriller,In the Name of the King: The Last Job
mark young,alexa penavega,jake busey,lew temple,action crime drama thriller,Wicked Blood
daniel petrie jr.,chris brochu,jeff fahey,rita wilson,drama thriller,Dawn Patrol
antonio simoncini,ray winstone,joe egan,glen murphy,crime mystery thriller,Lords of London
mel brooks,madeline kahn,harvey korman,dick van patten,comedy,High Anxiety
luc jacquet,morgan freeman,sofie gråbøl,romane bohringer,documentary,March of the Penguins
j.c. chandor,kevin spacey,demi moore,ashley williams,biography drama thriller,Margin Call
eldar rapaport,murray bartlett,adrian gonzalez,edward conna,drama romance,August
clark gregg,anjelica huston,matt gerald,jonah bobo,comedy drama,Choke
damien chazelle,j.k. simmons,melissa benoist,chris mulkey,drama music,Whiplash
fernando meirelles,alice braga,seu jorge,alexandre rodrigues,crime drama,City of God
justin kerrigan,danny dyer,john simm,shaun parkes,comedy music,Human Traffic
nathan frankowski,corbin bleu,rus blackwell,luis antonio,biography drama music,Day One
karen moncrieff,james franco,bruce davison,piper laurie,crime drama mystery,The Dead Girl
thomas vinterberg,thomas bo larsen,alexandra rapaport,hana shuan,drama,The Hunt
bob clark,zack ward,darren mcgavin,scott schwartz,comedy family,A Christmas Story
alejandro monteverde,armando riesco,ramon rodriguez,eduardo verástegui,drama romance,Bella
mark l. lester,roddy mcdowall,perry king,timothy van patten,action crime drama thriller,Class of 1984
jennifer finnigan,geoff stults,kenan thompson,josh hopkins,comedy,The Opposite Sex
eric styles,samantha morton,rupert graves,miriam margolyes,drama romance,Dreaming of Joseph Lees
laurent cantet,françois bégaudeau,agame malembo-emene,angélica sancio,drama,The Class
roman polanski,john cassavetes,mia farrow,charles grodin,drama horror,Rosemary's Baby
john ford,lee marvin,woody strode,vera miles,drama western,The Man Who Shot Liberty Valance
max mayer,peter gallagher,terry walters,amy irving,drama romance,Adam
joshua marston,catalina sandino moreno,wilson guerrero,yenny paola vega,crime drama,Maria Full of Grace
mike mills,goran visnjic,lou taylor pucci,mary page keller,comedy drama romance,Beginners
john gulager,krista allen,eric dane,henry rollins,action comedy horror thriller,Feast
john landis,john belushi,karen allen,tim matheson,comedy,Animal House
guy hamilton,honor blackman,gert fröbe,lois maxwell,action adventure thriller,Goldfinger
brandon cronenberg,sarah gadon,douglas smith,caleb landry jones,horror sci-fi thriller,Antiviral
frank capra,donna reed,lionel barrymore,thomas mitchell,drama family fantasy romance,It's a Wonderful Life
danny boyle,kelly macdonald,shirley henderson,ewen bremner,drama,Trainspotting
spike lee,bernie mac,cedric the entertainer,steve harvey,comedy documentary,The Original Kings of Comedy
tod williams,sprague grayden,molly ephraim,micah sloat,horror,Paranormal Activity 2
kirk jones,james nesbitt,david kelly,fionnula flanagan,comedy,Waking Ned Devine
michael moore,michael moore,dick clark,bill clinton,crime documentary drama,Bowling for Columbine
yimou zhang,li gong,daoming chen,ni yan,drama,Coming Home
jack sholder,clu gulager,robert rusler,marshall bell,fantasy horror,A Nightmare on Elm Street 2: Freddy's Revenge
james ivory,julian sands,rupert graves,denholm elliott,drama romance,A Room with a View
james demonaco,rhys wakefield,adelaide kane,chris mulkey,horror sci-fi thriller,The Purge
scott derrickson,danielle kotch,victoria leigh,james ransone,horror mystery,Sinister
david raynr,nancy o'dell,mikki padilla,dayna devon,biography comedy documentary,Martin Lawrence Live: Runteldat
richard brooks,burl ives,judith anderson,jack carson,drama romance,Cat on a Hot Tin Roof
ted post,linda harrison,gregory sierra,victor buono,action adventure sci-fi,Beneath the Planet of the Apes
charles martin smith,kevin zegers,bill cobbs,michael jeter,comedy drama family sport,Air Bud
kunihiko yuyama,veronica taylor,eric stuart,lisa ortiz,action adventure animation family fantasy sci-fi,Pokémon 3: The Movie
tom mcloughlin,tony goldwyn,ron palillo,vincent guastaferro,horror thriller,Jason Lives: Friday the 13th Part VI
david lean,william holden,sessue hayakawa,jack hawkins,adventure drama war,The Bridge on the River Kwai
patrick read johnson,ariana richards,royal dano,tonya lee williams,adventure comedy sci-fi,Spaced Invaders
alfred hitchcock,ed lauter,bruce dern,william devane,comedy thriller,Family Plot
billy wilder,fred macmurray,ray walston,david white,comedy drama romance,The Apartment
adam marcus,kane hodder,leslie jordan,erin gray,fantasy horror thriller,Jason Goes to Hell: The Final Friday
alfred hitchcock,tamara toumanova,lila kedrova,david opatoshu,thriller,Torn Curtain
michel gondry,common,dave chappelle,lauryn hill,comedy documentary music,Dave Chappelle's Block Party
john maclean,michael fassbender,kodi smit-mcphee,ben mendelsohn,western,Slow West
michael schultz,blair underwood,lisagay hamilton,bobby brown,comedy drama music,Krush Groove
benny boom,omari hardwick,donald faison,mike epps,action comedy crime,Next Day Air
richard brooks,shirley jones,jean simmons,edward andrews,drama,Elmer Gantry
stanley kramer,maximilian schell,montgomery clift,spencer tracy,drama war,Judgment at Nuremberg
david raynr,donald faison,deon richmond,countess vaughn,comedy,Trippin'
unknown,matthew senreich,seth green,breckin meyer,animation comedy,Robot Chicken            
howard hawks,montgomery clift,walter brennan,harry carey jr.,action adventure romance western,Red River
nnegest likké,mo'nique,jimmy jean-louis,joyful drake,comedy,Phat Girlz
richard linklater,seamus davey-fitzpatrick,ariane labed,athina rachel tsangari,drama romance,Before Midnight
christopher leitch,john astin,robert neary,kim darby,comedy fantasy,Teen Wolf Too
don coscarelli,angus scrimm,a. michael baldwin,james le gros,action fantasy horror sci-fi thriller,Phantasm II
michael schultz,loretta devine,kimberly elise,clifton powell,drama,Woman Thou Art Loosed
patricia cardoso,america ferrera,lupe ontiveros,george lopez,comedy drama,Real Women Have Curves
unknown,rachel griffiths,jessica de gouw,luke ford,drama war,Deadline Gallipoli            
deepa mehta,john abraham,lisa ray,seema biswas,drama romance,Water
damien o'donnell,archie panjabi,jimi mistry,om puri,comedy drama,East Is East
peter m. cohen,callie thorne,brian van holt,david heyman,comedy romance,Whipped
mira nair,indira varma,sarita choudhury,rekha,crime drama history romance,Kama Sutra: A Tale of Love
nicole holofcener,oliver platt,thomas ian nicholas,ann morgan guilbert,comedy drama,Please Give
mel stuart,peter ostrum,jack albertson,julie dawn cole,family fantasy musical,Willy Wonka & the Chocolate Factory
anthony hickox,julian sands,zach galligan,paula marshall,fantasy horror,Warlock: The Armageddon
tom schulman,kristy swanson,george hamilton,dyan cannon,comedy crime,8 Heads in a Duffel Bag
terrence malick,sam shepard,stuart margolin,richard libertini,drama romance,Days of Heaven
jill sprecher,matthew mcconaughey,rob mcelhenney,amy irving,drama,Thirteen Conversations About One Thing
darren stein,julie benz,judy greer,jeff conaway,comedy crime thriller,Jawbreaker
julian schnabel,gary oldman,michael wincott,courtney love,biography drama,Basquiat
noah baumbach,greta gerwig,grace gummer,vanessa ray,comedy drama romance,Frances Ha
gavin hood,terry pheto,nambitha mpumlwana,rapulana seiphemo,crime drama,Tsotsi
todd solondz,philip seymour hoffman,jon lovitz,dylan baker,comedy drama,Happiness
george gallo,eddie griffin,joe howard,robert noble,comedy documentary,DysFunktional Family
kevin smith,johnny depp,haley joel osment,michael parks,comedy drama horror,Tusk
chan-wook park,min-sik choi,ji-tae yu,hye-jeong kang,drama mystery thriller,Oldboy
david nixon,robyn lively,michael bolten,christopher schmidt,drama family,Letters to God
jason eisener,gregory smith,robb wells,molly dunsworth,action comedy thriller,Hobo with a Shotgun
enrique begne,kevin pollak,héctor jiménez,erick elias,action comedy,Compadres
matthew bright,bokeem woodbine,dan hedaya,robert peters,comedy crime drama thriller,Freeway
michael landon jr.,william morgan sheppard,kevin gage,brianna brown,drama family western,Love's Abiding Joy
