director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combination
rand ravich,johnny depp,charlize theron,clea duvall,drama sci-fi thriller,The Astronaut's Wife,rand ravich johnny depp charlize theronclea duvalldrama sci-fi thriller
stacy peralta,gerry lopez,gabrielle reece,laird john hamilton,documentary history sport,Riding Giants,stacy peralta gerry lopez gabrielle reecelaird john hamiltondocumentary history sport
nacho vigalondo,karra elejalde,nacho vigalondo,bárbara goenaga,horror mystery sci-fi thriller,Timecrimes,nacho vigalondo karra elejalde nacho vigalondobárbara goenagahorror mystery sci-fi thriller
hao ning,jack kao,bo huang,zheng xu,action adventure comedy,Silver Medallist,hao ning jack kao bo huangzheng xuaction adventure comedy
tony giglio,brianna brown,nick searcy,beth broderick,horror thriller,Timber Falls,tony giglio brianna brown nick searcybeth broderickhorror thriller
stanley donen,rita moreno,debbie reynolds,cyd charisse,comedy musical romance,Singin' in the Rain,stanley donen rita moreno debbie reynoldscyd charissecomedy musical romance
joe cross,joe cross,joel fuhrman,amy badberg,documentary,"Fat, Sick & Nearly Dead",joe cross joe cross joel fuhrmanamy badbergdocumentary
michael tiddes,essence atkins,alanna ubach,j.b. smoove,comedy fantasy,A Haunted House,michael tiddes essence atkins alanna ubachj.b. smoovecomedy fantasy
dinesh d'souza,barack obama,zackary steven graham,dinesh d'souza,documentary,2016: Obama's America,dinesh d'souza barack obama zackary steven grahamdinesh d'souzadocumentary
rob zombie,scout taylor-compton,tyler mane,margot kidder,horror,Halloween II,rob zombie scout taylor-compton tyler manemargot kidderhorror
tom hanks,tom hanks,charlize theron,ethan embry,comedy drama music,That Thing You Do!,tom hanks tom hanks charlize theronethan embrycomedy drama music
tommy lee wallace,tom atkins,dan o'herlihy,nancy kyes,horror mystery sci-fi,Halloween III: Season of the Witch,tommy lee wallace tom atkins dan o'herlihynancy kyeshorror mystery sci-fi
don taylor,roddy mcdowall,m. emmet walsh,sal mineo,action sci-fi,Escape from the Planet of the Apes,don taylor roddy mcdowall m. emmet walshsal mineoaction sci-fi
martin ritt,patricia neal,melvyn douglas,whit bissell,drama,Hud,martin ritt patricia neal melvyn douglaswhit bisselldrama
leslie small,david jason perez,la'princess jackson,dana hanna,comedy documentary,Kevin Hart: Let Me Explain,leslie small david jason perez la'princess jacksondana hannacomedy documentary
gus van sant,keanu reeves,udo kier,flea,drama,My Own Private Idaho,gus van sant keanu reeves udo kierfleadrama
zach braff,armando riesco,michael weston,jill flint,comedy drama romance,Garden State,zach braff armando riesco michael westonjill flintcomedy drama romance
richard linklater,hanno pöschl,hans weingartner,dominik castell,drama romance,Before Sunrise,richard linklater hanno pöschl hans weingartnerdominik castelldrama romance
éric tessier,patrick huard,michel côté,jean pierre bergeron,action drama horror thriller,Sur le seuil,éric tessier patrick huard michel côtéjean pierre bergeronaction drama horror thriller
alison maclean,billy crudup,samantha morton,mark webber,drama,Jesus' Son,alison maclean billy crudup samantha mortonmark webberdrama
alice wu,joan chen,ato essandoh,jessica hecht,comedy drama romance,Saving Face,alice wu joan chen ato essandohjessica hechtcomedy drama romance
sarah gavron,satish kaushik,christopher simpson,tannishtha chatterjee,drama,Brick Lane,sarah gavron satish kaushik christopher simpsontannishtha chatterjeedrama
jake schreier,frank langella,joshua ormond,ana gasteyer,comedy crime drama sci-fi,Robot & Frank,jake schreier frank langella joshua ormondana gasteyercomedy crime drama sci-fi
isabel coixet,sarah polley,julian richings,amanda plummer,drama romance,My Life Without Me,isabel coixet sarah polley julian richingsamanda plummerdrama romance
james ponsoldt,shailene woodley,jennifer jason leigh,dayo okeniyi,comedy drama romance,The Spectacular Now,james ponsoldt shailene woodley jennifer jason leighdayo okeniyicomedy drama romance
randall miller,william hurt,elden henson,michael bower,comedy family musical romance short,Marilyn Hotchkiss' Ballroom Dancing and Charm School,randall miller william hurt elden hensonmichael bowercomedy family musical romance short
larry charles,bill maher,tal bachman,steve burg,comedy documentary war,Religulous,larry charles bill maher tal bachmansteve burgcomedy documentary war
joshua tickell,larry david,sheryl crow,george w. bush,documentary,Fuel,joshua tickell larry david sheryl crowgeorge w. bushdocumentary
tim boxell,bruce mcgill,diana scarwid,tom bower,drama,Valley of the Heart's Delight,tim boxell bruce mcgill diana scarwidtom bowerdrama
rawson marshall thurber,gary cole,stephen root,joel david moore,comedy sport,Dodgeball: A True Underdog Story,rawson marshall thurber gary cole stephen rootjoel david moorecomedy sport
michael d. sellers,katharine ross,carly schroeder,george harris,comedy drama family,Eye of the Dolphin,michael d. sellers katharine ross carly schroedergeorge harriscomedy drama family
reed cowan,dustin lance black,emily pearson,gavin newsom,documentary,8: The Mormon Proposition,reed cowan dustin lance black emily pearsongavin newsomdocumentary
james dodson,larry miller,anupam kher,shriya saran,comedy drama romance,The Other End of the Line,james dodson larry miller anupam khershriya sarancomedy drama romance
stefan ruzowitzky,benno fürmann,rüdiger vogler,sebastian blomberg,horror thriller,Anatomy,stefan ruzowitzky benno fürmann rüdiger voglersebastian blomberghorror thriller
alex rivera,leonor varela,jacob vargas,tenoch huerta,drama romance sci-fi thriller,Sleep Dealer,alex rivera leonor varela jacob vargastenoch huertadrama romance sci-fi thriller
james gunn,linda cardellini,rainn wilson,paul t. taylor,comedy crime drama,Super,james gunn linda cardellini rainn wilsonpaul t. taylorcomedy crime drama
john murlowski,ashley scott,piper mackenzie harris,lochlyn munro,comedy drama family romance,Christmas Mail,john murlowski ashley scott piper mackenzie harrislochlyn munrocomedy drama family romance
benni diez,clifton collins jr.,cecilia pillado,david masterson,comedy horror,Stung,benni diez clifton collins jr. cecilia pilladodavid mastersoncomedy horror
danny perez,natasha lyonne,emmanuel kabongo,mark webber,horror,Antibirth,danny perez natasha lyonne emmanuel kabongomark webberhorror
spike lee,bernie mac,harry lennix,andre braugher,drama history,Get on the Bus,spike lee bernie mac harry lennixandre braugherdrama history
robby henson,marc blucas,max ryan,justine waddell,drama horror mystery thriller,Thr3e,robby henson marc blucas max ryanjustine waddelldrama horror mystery thriller
mike judge,anthony 'citric' campos,patrick fischler,david herman,adventure comedy sci-fi,Idiocracy,mike judge anthony 'citric' campos patrick fischlerdavid hermanadventure comedy sci-fi
zackary adler,simon merrells,kevin leslie,kris sommerville,crime drama,The Rise of the Krays,zackary adler simon merrells kevin lesliekris sommervillecrime drama
shane meadows,stephen graham,joseph gilgun,jack o'connell,crime drama,This Is England,shane meadows stephen graham joseph gilgunjack o'connellcrime drama
dominic burns,julian glover,sean pertwee,bianca brigitte vandamme,comedy sci-fi,Alien Uprising,dominic burns julian glover sean pertweebianca brigitte vandammecomedy sci-fi
george sidney,esther williams,basil rathbone,red skelton,comedy musical,Bathing Beauty,george sidney esther williams basil rathbonered skeltoncomedy musical
carmen marron,jossara jinaro,aimee garcia,rene rosado,drama musical,Go for It!,carmen marron jossara jinaro aimee garciarene rosadodrama musical
tim mccanlies,ethan embry,michael o'neill,alexandra holden,comedy drama family,"Dancer, Texas Pop. 81",tim mccanlies ethan embry michael o'neillalexandra holdencomedy drama family
george sidney,agnes moorehead,ava gardner,howard keel,drama family musical romance,Show Boat,george sidney agnes moorehead ava gardnerhoward keeldrama family musical romance
mario van peebles,tom skerritt,cinda mccain,luke perry,drama,Redemption Road,mario van peebles tom skerritt cinda mccainluke perrydrama
jerry rees,jon lovitz,phil hartman,mindy sterling,adventure animation comedy family fantasy musical,The Brave Little Toaster,jerry rees jon lovitz phil hartmanmindy sterlingadventure animation comedy family fantasy musical
james algar,leopold stokowski,deems taylor,unknown,animation family fantasy music,Fantasia,james algar leopold stokowski deems taylorunknownanimation family fantasy music
william friedkin,roy scheider,fernando rey,tony lo bianco,action crime drama thriller,The French Connection,william friedkin roy scheider fernando reytony lo biancoaction crime drama thriller
jaco booyens,nicole smolen,sebastian aguilar,ivette alvarez,drama thriller,8 Days,jaco booyens nicole smolen sebastian aguilarivette alvarezdrama thriller
steve miner,richard brooker,dana kimmell,catherine parks,horror thriller,Friday the 13th Part III,steve miner richard brooker dana kimmellcatherine parkshorror thriller
danny steinmann,tiffany helm,melanie kinnaman,dominick brascia,horror mystery thriller,Friday the 13th: A New Beginning,danny steinmann tiffany helm melanie kinnamandominick brasciahorror mystery thriller
michael landon jr.,henry thomas,louise fletcher,a.j. buckley,drama,The Last Sin Eater,michael landon jr. henry thomas louise fletchera.j. buckleydrama
jon gunn,alexa penavega,delroy lindo,madison pettis,drama,Do You Believe?,jon gunn alexa penavega delroy lindomadison pettisdrama
hayley cloake,brian austin green,kayla ewell,linden ashby,thriller,Impact Point,hayley cloake brian austin green kayla ewelllinden ashbythriller
tay garnett,jessica tandy,greer garson,lionel barrymore,drama,The Valley of Decision,tay garnett jessica tandy greer garsonlionel barrymoredrama
shyam madiraju,jessica lowndes,ethan peck,brad schmidt,drama thriller,Eden,shyam madiraju jessica lowndes ethan peckbrad schmidtdrama thriller
harmage singh kalirai,saeed jaffrey,zohra segal,shobu kapoor,comedy drama romance,Chicken Tikka Masala,harmage singh kalirai saeed jaffrey zohra segalshobu kapoorcomedy drama romance
rita merson,ryan guzman,james wolk,jason ritter,comedy music romance,Always Woodstock,rita merson ryan guzman james wolkjason rittercomedy music romance
jon knautz,rachel skarsten,daniel kash,stefanie drummond,action comedy horror,Jack Brooks: Monster Slayer,jon knautz rachel skarsten daniel kashstefanie drummondaction comedy horror
william wyler,myrna loy,teresa wright,dana andrews,drama romance war,The Best Years of Our Lives,william wyler myrna loy teresa wrightdana andrewsdrama romance war
larry clark,kelli garner,nick stahl,brad renfro,biography crime drama,Bully,larry clark kelli garner nick stahlbrad renfrobiography crime drama
petter næss,jørgen langhelle,per christian ellefsen,sven nordin,comedy drama,Elling,petter næss jørgen langhelle per christian ellefsensven nordincomedy drama
robert fontaine,michael derek,arturo castro,brad lee wind,crime drama,Mi America,robert fontaine michael derek arturo castrobrad lee windcrime drama
jaume balagueró,manuela velasco,pablo rosso,carlos lasarte,horror,[Rec],jaume balagueró manuela velasco pablo rossocarlos lasartehorror
patricia cardoso,rosie perez,martha higareda,cheyenne haynes,drama,Lies in Plain Sight,patricia cardoso rosie perez martha higaredacheyenne haynesdrama
dan perri,travis myers,david proval,carmen argenziano,comedy drama mystery romance thriller,Sharkskin,dan perri travis myers david provalcarmen argenzianocomedy drama mystery romance thriller
neil mcenery-west,walter hendrix iii,michael chapman,louise brealey,horror sci-fi thriller,Containment,neil mcenery-west walter hendrix iii michael chapmanlouise brealeyhorror sci-fi thriller
anthony o'brien,james ransone,maria doyle kennedy,shaun o'hagan,adventure drama western,The Timber,anthony o'brien james ransone maria doyle kennedyshaun o'haganadventure drama western
terence young,robert shaw,daniela bianchi,lois maxwell,action adventure thriller,From Russia with Love,terence young robert shaw daniela bianchilois maxwellaction adventure thriller
michael herz,phoebe legere,jessica dublin,lisa gaye,action comedy horror sci-fi,The Toxic Avenger Part II,michael herz phoebe legere jessica dublinlisa gayeaction comedy horror sci-fi
unknown,carroll o'connor,alan autry,crystal r. fox,crime drama mystery,In the Heat of the Night            ,unknown carroll o'connor alan autrycrystal r. foxcrime drama mystery
woody allen,woody allen,john beck,mews small,comedy sci-fi,Sleeper,woody allen woody allen john beckmews smallcomedy sci-fi
david robert mitchell,maika monroe,ruby harris,jake weary,horror mystery,It Follows,david robert mitchell maika monroe ruby harrisjake wearyhorror mystery
woody allen,woody allen,john carradine,lynn redgrave,comedy,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,woody allen woody allen john carradinelynn redgravecomedy
robert mulligan,robert duvall,brock peters,william windom,crime drama,To Kill a Mockingbird,robert mulligan robert duvall brock peterswilliam windomcrime drama
george miller,vernon wells,bruce spence,kjell nilsson,action adventure sci-fi thriller,Mad Max 2: The Road Warrior,george miller vernon wells bruce spencekjell nilssonaction adventure sci-fi thriller
chia-liang liu,andy lau,anita mui,ho-sung pak,action comedy,The Legend of Drunken Master,chia-liang liu andy lau anita muiho-sung pakaction comedy
stanley kubrick,james mason,shelley winters,lois maxwell,crime drama romance,Lolita,stanley kubrick james mason shelley winterslois maxwellcrime drama romance
