director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combination
eric d. howell,emilia clarke,marton csokas,caterina murino,drama mystery romance thriller,voice from the stone,eric d. howell emilia clarke marton csokascaterina murinodrama mystery romance thriller
e.l. katz,nikolaj coster-waldau,jacki weaver,robert forster,drama comedy thriller crime,small crimes,e.l. katz nikolaj coster-waldau jacki weaverrobert forsterdrama comedy thriller crime
murat kepez,çaglar çorumlu,büşra pekin,mahir ipek,comedy,kolonya cumhuriyeti,murat kepez çaglar çorumlu büşra pekinmahir ipekcomedy
mark lamprell,dacre montgomery,xavier samuel,kris marshall,comedy,a few less men,mark lamprell dacre montgomery xavier samuelkris marshallcomedy
richard sears,jena malone,douglas smith,ted levine,drama mystery thriller,bottom of the world,richard sears jena malone douglas smithted levinedrama mystery thriller
simon west,dominic cooper,gemma chan,connie nielsen,action thriller,stratton,simon west dominic cooper gemma chanconnie nielsenaction thriller
azazel jacobs,debra winger,tracy letts,aidan gillen,comedy,the lovers,azazel jacobs debra winger tracy lettsaidan gillencomedy
s.s. rajamouli,prabhas,rana daggubati,sathyaraj,action adventure history war,baahubali 2: the conclusion,s.s. rajamouli prabhas rana daggubatisathyarajaction adventure history war
juanita wilson,julia garner,jake weary,anna friel,drama thriller,tomato red,juanita wilson julia garner jake wearyanna frieldrama thriller
grant humphreys,ronan quarmby,brad richards,barbara harrison,sci-fi,taking earth,grant humphreys ronan quarmby brad richardsbarbara harrisonsci-fi
maccio capatonda,maccio capatonda,maccio capatonda,maccio capatonda,comedy,omicidio all'italiana,maccio capatonda maccio capatonda maccio capatondamaccio capatondacomedy
joseph cedar,richard gere,lior ashkenazi,michael sheen,comedy thriller drama,norman: the moderate rise and tragic fall of a new york fixer,joseph cedar richard gere lior ashkenazimichael sheencomedy thriller drama
jamie cymbal ryan simons,jimmy allen,lindsay bennett,chris blackwood,horror,seizure,jamie cymbal ryan simons jimmy allen lindsay bennettchris blackwoodhorror
franck khalfoun,bella thorne,cameron monaghan,jennifer morrison,thriller horror,amityville: the awakening,franck khalfoun bella thorne cameron monaghanjennifer morrisonthriller horror
sofia coppola,colin farrell,nicole kidman,kirsten dunst,drama western,the beguiled,sofia coppola colin farrell nicole kidmankirsten dunstdrama western
sierra pettengill pacho velez,ronald reagan,nancy reagan,barbara walters,documentary,the reagan show,sierra pettengill pacho velez ronald reagan nancy reaganbarbara waltersdocumentary
edgar wright,ansel elgort,lily james,kevin spacey,action crime,baby driver,edgar wright ansel elgort lily jameskevin spaceyaction crime
bong joon-ho,tilda swinton,paul dano,ahn seo-hyun ,adventure drama fantasy sci-fi,okja,bong joon-ho tilda swinton paul danoahn seo-hyun adventure drama fantasy sci-fi
jay woelfel,tim thomerson,richard hatch,tiffany shepis,horror,asylum of darkness,jay woelfel tim thomerson richard hatchtiffany shepishorror
lucia aniello,scarlett johansson,jillian bell,kate mckinnon,drama comedy,rough night,lucia aniello scarlett johansson jillian bellkate mckinnondrama comedy
sean foley,julian barratt,simon farnaby,essie davis,comedy,mindhorn,sean foley julian barratt simon farnabyessie daviscomedy
kevin macdonald,richard madden,flora spencer-longhurst,moshidi motshegwa,tv movie drama sci-fi,oasis,kevin macdonald richard madden flora spencer-longhurstmoshidi motshegwatv movie drama sci-fi
vlad yudin,calum von moger,kai greene,rich piana,documentary,generation iron 2,vlad yudin calum von moger kai greenerich pianadocumentary
amariah olson obin olson,jonathan rhys meyers,cam gigandet,michael biehn,sci-fi action thriller,the shadow effect,amariah olson obin olson jonathan rhys meyers cam gigandetmichael biehnsci-fi action thriller
deven bhojani,vidyut jamwal,adah sharma,freddy daruwala,action,commando 2: the black money trail,deven bhojani vidyut jamwal adah sharmafreddy daruwalaaction
avgousta zourelidi,katy townsend,debi derryberry,cassandra morris,family animation,monster high: electrified,avgousta zourelidi katy townsend debi derryberrycassandra morrisfamily animation
geremy jasper,danielle macdonald,bridget everett,siddharth dhananjay,drama,patti cake$,geremy jasper danielle macdonald bridget everettsiddharth dhananjaydrama
andrey zvyagintsev,maryana spivak,aleksey rozin,matvey novikov,drama,loveless,andrey zvyagintsev maryana spivak aleksey rozinmatvey novikovdrama
mel damski,lacey chabert,carlo marks,jesse moss,romance tv movie,moonlight in vermont,mel damski lacey chabert carlo marksjesse mossromance tv movie
jeff garlin,jeff garlin,natasha lyonne,chris redd,comedy,handsome: a netflix mystery movie,jeff garlin jeff garlin natasha lyonnechris reddcomedy
don argott sheena m. joyce,michael uslan,roy thomas,marc tyler nobleman,documentary,batman & bill,don argott sheena m. joyce michael uslan roy thomasmarc tyler noblemandocumentary
ivan silvestrini,katrina bowden,jay hayden,damon dayoub,drama thriller,monolith,ivan silvestrini katrina bowden jay haydendamon dayoubdrama thriller
tony e. valenzuela,robert adamson,alex frnka,conchata ferrell,horror,the axe murders of villisca,tony e. valenzuela robert adamson alex frnkaconchata ferrellhorror
brian crano,rebecca hall,jason sudeikis,dan stevens,comedy romance,permission,brian crano rebecca hall jason sudeikisdan stevenscomedy romance
arnaud desplechin,mathieu amalric,marion cotillard,charlotte gainsbourg,drama romance thriller,ismael's ghosts,arnaud desplechin mathieu amalric marion cotillardcharlotte gainsbourgdrama romance thriller
jonathan mostow,sam worthington,odeya rush,amy landecker,action thriller,the hunter's prayer,jonathan mostow sam worthington odeya rushamy landeckeraction thriller
lucien jean-baptiste,lucien jean-baptiste,aïssa maïga,vincent elbaz,comedy,he even has your eyes,lucien jean-baptiste lucien jean-baptiste aïssa maïgavincent elbazcomedy
miguel arteta,salma hayek,john lithgow,connie britton,comedy drama,beatriz at dinner,miguel arteta salma hayek john lithgowconnie brittoncomedy drama
dylan bank morgan pehme daniel dimauro,roger stone,donald trump,paul manafort,documentary,get me roger stone,dylan bank morgan pehme daniel dimauro roger stone donald trumppaul manafortdocumentary
robert kirbyson,john hennigan,spencer grammer,lorenzo lamas,action,boone: the bounty hunter,robert kirbyson john hennigan spencer grammerlorenzo lamasaction
kyle balda pierre coffin,steve carell,kristen wiig,trey parker,action animation adventure family comedy,despicable me 3,kyle balda pierre coffin steve carell kristen wiigtrey parkeraction animation adventure family comedy
hope dickson leach,ellie kendrick,david troughton,jack holden,drama,the levelling,hope dickson leach ellie kendrick david troughtonjack holdendrama
alexi pappas jeremy teicher,alexi pappas,chase offerle,rebecca friday,drama,tracktown,alexi pappas jeremy teicher alexi pappas chase offerlerebecca fridaydrama
rupert goold,tim pigott-smith,charlotte riley,oliver chris,drama,king charles iii,rupert goold tim pigott-smith charlotte rileyoliver chrisdrama
lucas pavetto,bill moseley,gabriella wright,john robinson,drama thriller,alcoholist,lucas pavetto bill moseley gabriella wrightjohn robinsondrama thriller
phillip guzman,lori petty,jesse bradford,brea grant,horror thriller,dead awake,phillip guzman lori petty jesse bradfordbrea granthorror thriller
martin provost,catherine frot,catherine deneuve,olivier gourmet,comedy drama,the midwife,martin provost catherine frot catherine deneuveolivier gourmetcomedy drama
mark williams,gerard butler,gretchen mol,willem dafoe,drama,a family man,mark williams gerard butler gretchen molwillem dafoedrama
barry levinson,robert de niro,michelle pfeiffer,hank azaria,crime drama history tv movie,the wizard of lies,barry levinson robert de niro michelle pfeifferhank azariacrime drama history tv movie
hiroyuki seshita,takahiro sakurai,kana hanazawa,sora amamiya,action animation drama horror sci-fi,blame!,hiroyuki seshita takahiro sakurai kana hanazawasora amamiyaaction animation drama horror sci-fi
peter malota,jean-claude van damme,peter stormare,maría conchita alonso,action,kill 'em all,peter malota jean-claude van damme peter stormaremaría conchita alonsoaction
tim smit,dan stevens,bérénice marlohe,charity wakefield,sci-fi,kill switch,tim smit dan stevens bérénice marlohecharity wakefieldsci-fi
ana lily amirpour,suki waterhouse,jason momoa,jayda fink,thriller romance sci-fi,the bad batch,ana lily amirpour suki waterhouse jason momoajayda finkthriller romance sci-fi
sarah harding,rowan atkinson,lucy cohu,shaun dingwall,tv movie crime mystery thriller,maigrets night at the crossroads,sarah harding rowan atkinson lucy cohushaun dingwalltv movie crime mystery thriller
matt reeves,andy serkis,woody harrelson,steve zahn,drama sci-fi war,war for the planet of the apes,matt reeves andy serkis woody harrelsonsteve zahndrama sci-fi war
xavier manrique,shiloh fernandez,ashley benson,addison timlin,drama comedy,chronically metropolitan,xavier manrique shiloh fernandez ashley bensonaddison timlindrama comedy
luis prieto,halle berry,sage correa,chris mcginn,drama thriller,kidnap,luis prieto halle berry sage correachris mcginndrama thriller
derek hui,takeshi kaneshiro,zhou dongyu,ming xi,comedy romance,this is not what i expected,derek hui takeshi kaneshiro zhou dongyuming xicomedy romance
john cameron mitchell,elle fanning,nicole kidman,ruth wilson,comedy music romance sci-fi,how to talk to girls at parties,john cameron mitchell elle fanning nicole kidmanruth wilsoncomedy music romance sci-fi
noah baumbach,adam sandler,ben stiller,dustin hoffman,comedy,the meyerowitz stories,noah baumbach adam sandler ben stillerdustin hoffmancomedy
david michôd,brad pitt,anthony hayes,john magaro,comedy drama war,war machine,david michôd brad pitt anthony hayesjohn magarocomedy drama war
josh greenbaum,george lazenby,josh lawson,kassandra clementi,documentary comedy,becoming bond,josh greenbaum george lazenby josh lawsonkassandra clementidocumentary comedy
rama burshtein,noa kooler,amos tamam,oz zehavi,comedy romance,the wedding plan,rama burshtein noa kooler amos tamamoz zehavicomedy romance
richard curtis mat whitecross,hugh grant,colin firth,liam neeson,tv movie comedy romance,red nose day actually,richard curtis mat whitecross hugh grant colin firthliam neesontv movie comedy romance
nick broomfield rudi dolezal,whitney houston,bobbi kristina brown,bobby brown,music documentary,whitney: can i be me,nick broomfield rudi dolezal whitney houston bobbi kristina brownbobby brownmusic documentary
luc besson,dane dehaan,cara delevingne,clive owen,adventure sci-fi action,valerian and the city of a thousand planets,luc besson dane dehaan cara delevingneclive owenadventure sci-fi action
mathieu ratthe,alex c. nachi,mathieu ratthe,victor andres turgeon-trelles,horror sci-fi action,the gracefield incident,mathieu ratthe alex c. nachi mathieu ratthevictor andres turgeon-trelleshorror sci-fi action
amir bar-lev,jerry garcia,bob weir,mickey hart,music documentary,long strange trip,amir bar-lev jerry garcia bob weirmickey hartmusic documentary
michael barnett,bill nye,jeffrey kluger,neil degrasse tyson,documentary,the mars generation,michael barnett bill nye jeffrey klugerneil degrasse tysondocumentary
gábor herendi buda gulyás,ervin nagy,petrik andrea,tibor gáspár,romance adventure drama history,kincsem,gábor herendi buda gulyás ervin nagy petrik andreatibor gáspárromance adventure drama history
andré erkau,kostja ullmann,marleen lohse,wotan wilke möhring,comedy,happy burnout,andré erkau kostja ullmann marleen lohsewotan wilke möhringcomedy
sergey ginzburg,konstantin kryukov,михаил пореченков,aglaya shilovskaya,horror action fantasy thriller,vamps,sergey ginzburg konstantin kryukov михаил пореченковaglaya shilovskayahorror action fantasy thriller
bob schultz robert conway,whitney moore,william 'bill' connor,owen conway,drama horror thriller,breakdown lane,bob schultz robert conway whitney moore william 'bill' connorowen conwaydrama horror thriller
guillaume canet,guillaume canet,marion cotillard,gilles lellouche,comedy music,rock'n roll,guillaume canet guillaume canet marion cotillardgilles lellouchecomedy music
brian goodman,jonathan rhys meyers,antonio banderas,piper perabo,thriller,black butterfly,brian goodman jonathan rhys meyers antonio banderaspiper perabothriller
patrick o'dell,steve rocco,jeff tremaine,johnny knoxville,documentary,dumb: the story of big brother magazine,patrick o'dell steve rocco jeff tremainejohnny knoxvilledocumentary
emer reynolds,frank drake,john casani,lawrence krauss,documentary,the farthest,emer reynolds frank drake john casanilawrence kraussdocumentary
toby genkel reza memari,tilman döbler,cooper kelly kramer,shannon conley,adventure animation,a stork's journey,toby genkel reza memari tilman döbler cooper kelly kramershannon conleyadventure animation
nick hamm,timothy spall,colm meaney,freddie highmore,drama,the journey,nick hamm timothy spall colm meaneyfreddie highmoredrama
roger donaldson,dwayne cameron,mario andretti,alastair caldwell,documentary,mclaren,roger donaldson dwayne cameron mario andrettialastair caldwelldocumentary
blake freeman,danny trejo,casper van dien,mindy robinson,comedy action adventure,all about the money,blake freeman danny trejo casper van dienmindy robinsoncomedy action adventure
gerard barrett,chloë grace moretz,thomas mann,richard armitage,drama,brain on fire,gerard barrett chloë grace moretz thomas mannrichard armitagedrama
kim joon-sung,go soo,sol kyung-gu,park yoo-chun,sci-fi thriller,lucid dream,kim joon-sung go soo sol kyung-gupark yoo-chunsci-fi thriller
jason bourque,sean bean,mary mccormack,joel david moore,thriller,drone,jason bourque sean bean mary mccormackjoel david moorethriller
